"Year","Month","Region","Flow","Chlorophyll","DIN","DissAmmonia","DissNitrateNitrite","DissOrthophos","Secchi","Temperature","BayStudy_MidwaterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_MidwaterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_MidwaterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_MidwaterTrawl_fish_catch_per_tow_StripedBass_age1above","BayStudy_MidwaterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_MidwaterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_AmericanShad","BayStudy_OtterTrawl_fish_catch_per_tow_PacificHerring","BayStudy_OtterTrawl_fish_catch_per_tow_ThreadfinShad","BayStudy_OtterTrawl_fish_catch_per_tow_NorthernAnchovy","BayStudy_OtterTrawl_fish_catch_per_tow_DeltaSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_StripedBass_age0","BayStudy_OtterTrawl_fish_catch_per_tow_StripedBass_age1above","BayStudy_OtterTrawl_fish_catch_per_tow_LongfinSmelt","BayStudy_OtterTrawl_fish_catch_per_tow_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_catch_per_tow_Marine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_AmericanShad","BayStudy_MidwaterTrawl_fish_biomass_PacificHerring","BayStudy_MidwaterTrawl_fish_biomass_ThreadfinShad","BayStudy_MidwaterTrawl_fish_biomass_NorthernAnchovy","BayStudy_MidwaterTrawl_fish_biomass_DeltaSmelt","BayStudy_MidwaterTrawl_fish_biomass_StripedBass_age0","BayStudy_MidwaterTrawl_fish_biomass_StripedBass_age1above","BayStudy_MidwaterTrawl_fish_biomass_LongfinSmelt","BayStudy_MidwaterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_MidwaterTrawl_fish_biomass_Marine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_AmericanShad","BayStudy_OtterTrawl_fish_biomass_PacificHerring","BayStudy_OtterTrawl_fish_biomass_ThreadfinShad","BayStudy_OtterTrawl_fish_biomass_NorthernAnchovy","BayStudy_OtterTrawl_fish_biomass_DeltaSmelt","BayStudy_OtterTrawl_fish_biomass_StripedBass_age0","BayStudy_OtterTrawl_fish_biomass_StripedBass_age1above","BayStudy_OtterTrawl_fish_biomass_LongfinSmelt","BayStudy_OtterTrawl_fish_biomass_Estuarine_pelagic_forage_fishes","BayStudy_OtterTrawl_fish_biomass_Marine_pelagic_forage_fishes","DJFMP_fish_catch_per_seine_Silverside","DJFMP_fish_catch_per_seine_LargemouthBass","DJFMP_fish_biomass_Silverside","DJFMP_fish_biomass_LargemouthBass","DJFMP_fish_catch_per_seine_Centrarchids","DJFMP_fish_biomass_Centrarchids","Cladoceran_BPUE","Herbivorous_Copepods_BPUE","Mysids_BPUE","Predatory_Copepods_BPUE","Rotifers_BPUE","Cladoceran_CPUE","Herbivorous_Copepods_CPUE","Mysids_CPUE","Predatory_Copepods_CPUE","Rotifers_CPUE","Cladoceran_JPUE","Herbivorous_Copepods_JPUE","Mysids_JPUE","Predatory_Copepods_JPUE","Rotifers_JPUE","Corbicula_cpue","Potamocorbula_cpue","Amphipoda_cpue"
2018,8,"West",5759.8064516129,2.39333333333333,0.415333333333333,0.0533333333333333,0.362,0.100333333333333,54.6666666666667,20.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,2,0.2,0.1,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.70490170638,0,0,0,0,15345.6807097998,39928.309767521,92.9328637679868,15827.3184752741,0,NA,NA,NA,NA,NA,NA,2.418,39629.6036116094,21742.5345062546,16581.30532,5913.1348,4.03,397208.26,154.98,18921.24,50168.55,63.74636268,928732.317432964,448596.690063033,417539.920439287,115143.694787044,0,5894.23076923077,106.693786982249
2018,9,"West",6078.26666666667,2.63333333333333,0.393333333333333,0.0633333333333333,0.33,0.0983333333333334,92,18.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.1,0,0,0.4,0.4,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.437856663363,0,1078.29806596441,0,0,4702.72331438367,63951.8158208113,0,6241.45923701144,0,NA,NA,NA,NA,NA,NA,3.03,45066.7102319242,11926.2085372277,27939.11076,1953.3492,3.03,476177.11,115.29,13474.06,16433.57,60.033996,1050275.30614133,246064.122527334,707518.212034705,38036.650897476,0,7591.34615384615,148.853550295858
2018,10,"West",5005.70967741936,1.37333333333333,0.436666666666667,0.0966666666666667,0.34,0.0913333333333334,62.6666666666667,17.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.1,0.5,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2300.92877917887,83039.2733577849,0,2300.92877917887,0,NA,NA,NA,NA,NA,NA,0,39382.6989253246,2499.55824023356,30167.93104,5235.4252,0,350782.09,19.79,25306.68,74992.75,0,932373.044164208,51571.428016637,760471.725773144,101946.974269756,0,8259.61538461538,213.202662721894
2018,11,"West",7894.5,1.53666666666667,0.540333333333333,0.14,0.400333333333333,0.0893333333333334,71,13.4066666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,23442.1032793057,14795.7839792509,11883.47384,2728.1772,2.5,83185.36,49.49,14392.75,22734.81,191.49178666,589774.433100491,305269.825745029,296173.204788091,53124.512372316,2.40384615384615,6100.96153846154,303.809171597633
2018,12,"West",10077.4193548387,1.18666666666667,0.617333333333333,0.163666666666667,0.453666666666667,0.081,80,11.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.074,28666.3880108244,602.565707916715,5994.66678,7928.364,1.79,189885.4,2.82,3308.05,66176.44,28.31414124,699927.742602053,12432.2664424963,150959.073288026,154385.30584092,0,10197.1153846154,315.273668639053
2019,1,"Far West",32308.7741935484,3.07,0.581,0.14,0.441,0.089,96,11.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6059.93648,369.286101107227,176.58346,8684.0556,0,2580.74,0.71,1944.97,72367.13,0,153806.988284974,7619.19097312825,4142.90860754771,169100.533192668,0,593.75,224.297337278107
2019,2,"Far West",81926.8928571429,1.34,0.559,0.109,0.45,0.0800000000000001,32,10.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.66,3333.83998621932,552.806655727572,1197.92024,6583.488,74.29,4279.49,0.6,993.19,54862.4,3715.06027580856,83775.6817850341,11405.6268800156,30177.2966366423,128197.16758464,0,319.711538461538,56.0281065088758
2019,3,"Far West",120729.935483871,3.83,0.358,0.078,0.28,0.0740000000000001,60,13.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5903.81845256938,373.64832937748,194.38206,4897.056,0,2703.14,1.53,485.72,40879.96,0,149195.960661668,7709.19341340364,4682.89860667222,95358.06987168,0,367.788461538462,2.2189349112426
2019,4,"Far West",85681.5666666667,4.46,0.25,0.05,0.2,0.069,80,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.5,0,0,0,0,0.4,0.1,0.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,627.21267025753,0,0,0,0,368767.292518296,502.590148110094,502.590148110094,627.21267025753,NA,NA,NA,NA,NA,NA,0,2123.86798730614,138.999069741571,3351.96772,14151.0832,0,9989.42,0.5,2850.09,118050.22,0,52286.9423395002,2867.85896970624,84196.5245344594,275557.392144496,0,552.884615384615,2.2189349112426
2019,5,"Far West",50116.7419354839,1.83,0.19,0.09,0.1,0.0589999999999999,80,15.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1.2,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,579.158370914501,579.158370914501,0,NA,NA,NA,NA,NA,NA,0,2785.79519984014,235.004370809973,1336.86148,5360.2908,0,15482.8,0.47,5033.6,44669.09,0,67954.9117485676,4848.66117449983,33000.0586033761,104378.423411724,0,4877.40384615385,4.25295857988166
2019,6,"Far West",32967.0333333333,2.98,0.308,0.06,0.248,0.0760000000000001,96,18.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0,0,0,0,0,2.2,2.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69.7080127224799,0,0,0,0,0,2796.5560409838,2796.5560409838,69.7080127224799,NA,NA,NA,NA,NA,NA,0,4343.30347527225,64.6588926895515,2512.30852,32386.806,0,3185.78,0.06,22771.32,268975.17,0,110022.286405128,1334.05630495054,57902.1821697392,630653.05143918,0,6117.78846153846,33.4689349112426
2019,7,"Far West",7633.67741935484,1.48,0.32,0.079,0.241,0.089,80,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.4,0,0.4,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,671.568482418403,0,268.653923059269,940.222405477672,0,NA,NA,NA,NA,NA,NA,0,2502.81646875848,194.456434219177,3591.02324,539.7804,0,2707.49,1.46,25940.37,4345.69,0,63217.7402136703,4012.0673478563,84995.9645873499,10510.890032412,0,7435.09615384615,190.828402366864
2019,8,"Far West",11687.064516129,1.4,0.271,0.067,0.204,0.095,108,20.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.3,0.1,2,2.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,977.151162713849,38355.0162448937,3398.01503639914,4375.16619911299,0,NA,NA,NA,NA,NA,NA,0,2490.15684746849,0.0634774466997036,9930.34878,400.2612,0,4235.09,0.01,90737.36,3335.51,0,61209.8038925629,1.30968045491422,227549.334473332,7794.098224836,0,5454.32692307692,415.495562130178
2019,9,"Far West",12471.7333333333,2.79,0.265,0.053,0.212,0.103,128,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0,0,0,0,0.3,0.1,1.2,2.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8204.48376045208,0,0,0,0,4288.78436531406,3133.04537805674,2173.88237552637,14667.1505012925,0,NA,NA,NA,NA,NA,NA,0,4003.70741846288,0,11024.99174,743.3412,0,4056.12,0,90948.84,6194.51,0,100167.718308087,0,252690.210834102,14474.733817236,0,3819.71153846154,400.51775147929
2019,10,"Far West",13226.6451612903,2.09,15.2,0.2,15,0.0820000000000001,204,17.16,5.8,0.1,0,166.6,0,0.1,0.1,0,5.9,166.7,0.4,0,0,0,0,1.4,0.1,0,1.8,0,53515.883610842,385.409040704457,0,507384.157674198,0,3350.4841442079,10606.9386741593,0,56866.3677550499,507769.566714903,3159.45787106495,0,0,0,0,26168.4221624316,4322.95982712247,0,29327.8800334966,0,NA,NA,NA,NA,NA,NA,0,9188.60031244501,0,8119.06982,320.208,0,7089.47,0,71407.41,2668.4,0,224958.269878746,0,185910.785501153,6235.25988624,0,1942.30769230769,254.622781065089
2019,11,"Far West",6787.63333333333,2.11,15.11,0.11,15,0.077,156,13.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12383.9889970168,0,2501.36756,281.7828,0,7003.24,0,27985.17,2348.19,0,313306.392768622,0,57276.4144435824,5487.024026484,0,737.980769230769,296.782544378698
2019,12,"Far West",14507.5806451613,1.77,0.35,0.2,0.15,0.0760000000000001,100,12.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16509.5102985084,128.599569508289,803.50292,140.892,0,6175.98,1.91,5348.7,1174.1,0,418745.971777102,2653.29422420161,18515.7905315088,2743.52369676,0,423.076923076923,412.352071005917
2019,1,"North",28357.6451612903,1.11,6.323,0.253,6.07,0.0740000000000001,56,9.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5,0.333333333333333,48459.1427301427,1572.21152011767,0.333333333333333,1572.21152011767,230.446,669.34537303801,14.7318095759709,239.0934,3594.876,136.33,2808.16,0.06,88.89,21347.24,4813.70927027008,15845.7748261674,303.94989197411,6011.97597410836,70001.33075628,1704.32692307692,307.692307692308,796.412721893491
2019,2,"North",62746,1.1,0.54,0.1,0.44,0.075,48,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1666666666667,0.166666666666667,7211.40802060306,1426.74414045918,0.333333333333333,1633.5652221325,598.124,87.15796,0,62.0928,4145.0662,362.49,39.53,0,18.48,26551.19,12538.0329028748,2135.77502664422,0,1421.803418112,80714.925931486,1788.46153846154,67.3076923076923,880.73224852071
2019,3,"North",93710.6451612903,1.5,0.33,0.06,0.27,0.062,24,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6,0,58671.4495669968,0,2.66666666666667,47215.7430008525,751.148,122.17503,0,72.072,10086.572,363.38,149.34,0,21.45,84321.59,15278.0382097952,2990.8106960864,0,1650.30753888,196411.07586716,2786.05769230769,21.6346153846154,6.10207100591716
2019,4,"North",63430.3666666667,2.07,0.243,0.06,0.183,0.05,80,15.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.166666666666667,0,0,0.166666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3931.41405472941,0,0,3931.41405472941,0,22.475,0.3,32981.6119603077,3901.30657358703,1.1,39961.0422133519,432.452,338.98764,0,166.31942,28782.4804,383.3,355.45,0,50.01,221264.12,9674.64002590864,8486.07884533638,0,3824.73481089215,560467.713063412,2180.28846153846,45.6730769230769,48.6316568047337
2019,5,"North",31128.2580645161,1.88,0.232,0.08,0.152,0.05,68,17.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.833333333333333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,75679.3348351605,0,0,0,0,0,0,0,0.0833333333333333,52.0368616217333,886.528,8211.68146,2.05494110016743,352.3296,9599.8516,1054.19,5410.15,0.07,104.86,53581.56,21215.9120954274,215424.234818061,42.3979907008732,8067.657273984,186933.398276548,1718.75,7.21153846153846,65.0887573964497
2019,6,"North",22966.7,1.4,0.2,0.05,0.15,0.05,84,20.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.333333333333333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,17181.9795414748,0,0,0,0,2.11111111111111,0,4857.54753171554,2.11111111111111,4857.54753171554,1427.858,3921.16174256938,29.1327635219169,857.5728,6557.3382,1381.42,1912.26,0.01,255.23,47524.29,32441.4463296086,99415.6897337138,601.073498793874,19636.736277312,127687.964819646,1060.09615384615,57.6923076923077,539.755917159763
2019,7,"North",9893.25806451613,2.79,0.273,0.05,0.223,0.062,48,21.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2.66666666666667,0.333333333333333,0,2.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4405.39111610792,65029.7261302225,0,4405.39111610792,0,117.875,0.25,34232.4404758752,7810.40706824754,0.25,7810.40706824754,58.484,22002.1873022861,4312.98242348478,5226.25986,204.9928,55.98,23618.3,16.24,1972.61,1301.62,1251.62119226832,555604.244226772,88986.3892785239,132360.072039562,3991.728447784,1524.03846153846,9.61538461538461,267.19674556213
2019,8,"North",11293.2580645161,3.97,0.261,0.05,0.211,0.0649999999999999,56,22.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,0,0.166666666666667,0,0,1.16666666666667,0,0,2.66666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1604.05820521052,0,99.3338226004575,0,0,5734.415501623,0,0,7437.80752943398,0,52.5625,1.3125,15416.6399099513,28945.9459671831,1.3125,28945.9459671831,2.384,7160.20953380546,11.5039050135162,8892.77812,163.8408,2.98,74624.44,0.15,3357.3,991.76,53.09042244,167566.007878178,237.351064586254,225701.845410973,3190.394893224,2326.92307692308,16.8269230769231,710.798816568047
2019,9,"North",12147.2333333333,2.3,0.273,0.05,0.223,0.0760000000000001,48,21.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.33333333333333,0,0,1.33333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,17338.8597601469,0,0,17338.8597601469,0,17.75,0,27078.8911784864,0,0,0,70.778,7853.60799173691,1485.96006280904,8266.4893,155.834,71.81,29017.17,8.51,3109.28,1120.73,1412.47816248,194197.098541142,30658.6504692098,209763.460310793,3034.48224002,2754.80769230769,12.0192307692308,484.282544378698
2019,10,"North",7984.32258064516,2.16,0.32,0.12,0.2,0.1,60,18.6,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10.6666666666667,0.5,0,10.6666666666667,0,35165.5232376971,0,0,0,0,0,0,0,35165.5232376971,0,0,0,0,0,0,194468.395587165,50544.7377804782,0,194468.395587165,0,7.475,0,10191.0929551283,0,0,0,77.762,334.95465479308,0,426.8266,128.0852,79.17,434.57,0,160.1,640.43,1554.54778512,8430.66517041515,0,10833.0096613825,2494.142899556,1485.57692307692,7.21153846153846,65.4585798816568
2019,11,"North",5608.8,2,0.94,0.11,0.83,1.6,44,14.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33333333333333,0.333333333333333,10469.9581725131,2347.39485634011,0.5,3395.47658903752,9.288,8920.3936886396,474.049752297619,4528.44634,243.36,12.04,40621.97,3.2,1697.91,1120.73,211.06364928,219093.79290815,9780.69735820072,114911.713120326,4738.8349008,2168.26923076923,2.40384615384615,89.6819526627219
2019,12,"North",15770.8064516129,0.84,0.38,0.23,0.15,0.0649999999999999,72,11.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3333333333333,0,22233.441401405,0,0,0,49.996,3552.1662566858,1112.08357299178,3079.91942,38.4252,32.61,26811.97,5.05,1120.32,320.21,1059.7934352028,84981.1654739697,22944.7496001017,77987.5334028222,748.235859756,3377.40384615385,86.5384615384615,488.53550295858
2019,1,"South",3825.96774193548,1,0.84,0.14,0.7,0.0659999999999999,98,9.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.4,0.1,138994.074097965,222490.5199777,5.8,228470.703972101,467.188,2437.05376352758,21.9252020667951,129.29422,3009.96,195.66,3098.37,0.09,48.46,16757.58,9347.85996231232,59270.5642376767,452.365526810965,3238.57896976487,58611.5363988,105.769230769231,0,51.0355029585799
2019,2,"South",18870.8571428571,0.93,0.885,0.095,0.79,0.0845,86,9.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.666666666667,0,114163.924523364,0,0,0,1673.474,960.72902,12.1165694407788,114.6096,11034.384,957.43,709.94,0.02,34.11,63828.22,34790.7115636314,23040.5119965293,249.991689997717,2624.335205184,214867.37347152,79.3269230769231,0,37.3520710059172
2019,3,"South",26928.4193548387,0.955,0.7735,0.055,0.7185,0.0780000000000001,72,11.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.25,0,40828.1198681474,0,0.25,338.907989305489,622.574,359.26085,0,94.3152,9321.2716,536.69,253.1,0,28.07,57424.07,13862.1810715376,8967.06692690278,0,2159.633222208,181508.740869148,173.076923076923,0,28.1065088757396
2019,4,"South",22351.7666666667,1.135,0.315,0.05,0.265,0.0545,138,15.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.6,0,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,24056.8147994022,0,0,24056.8147994022,0,9.875,0.1,7217.40679118706,41109.6233767705,0.35,44797.4020014073,1227.722,3044.97014,0,100.4304,8906.142,888.39,1756.64,0,29.89,69794.99,26470.8299010685,79660.6525977886,0,2299.659316416,173425.11727926,201.923076923077,0,38.8313609467456
2019,5,"South",18931.5161290323,1.25,0.223,0.055,0.168,0.0585,148,19.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,129745.889572096,0,0,0,0.444444444444444,0.722222222222222,662.196729608557,9496.43703055861,0.916666666666667,13066.5710010434,3089.862,38042.7599647673,1.51559872877309,180.264,2941.6528,1932.68,18664.89,0.06,53.65,14516.14,64790.2632991012,995515.834588927,31.2701618569705,4127.69228256,57281.422397584,401.442307692308,0,73.2248520710059
2019,6,"South",10258.7,0.827762417106692,0.18,0.05,0.13,0.0600000000000001,134,21.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.2,2,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43.2222119820384,92405.2520749699,0,43.2222119820384,0,23.6666666666667,3.5,5093.91652723015,7306.50126940121,3.79166666666667,15841.2840993353,1538.722,28212.66427,7.86497072713994,253.09704,4422.7236,1166.33,11436.96,0.08,77.47,21482.46,33236.3977987362,717479.381612654,162.271782740999,5823.25446015447,86121.617982708,134.615384615385,0,162.352071005917
2019,7,"South",-1958.58064516129,1.105,0.1905,0.063,0.1275,0.0610000000000001,144,23.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5.4,0.4,0,5.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6235.29709118298,22747.9663038568,0,6235.29709118298,0,228.075,1.7,59275.9188099987,1510.36767594982,2,3802.90900969328,801.452,42311.6434850155,94.2623344471324,3220.02864,417.338,550.71,17795.02,0.71,1312.89,2534.99,16433.7288998599,1073509.1073636,1944.84093923981,81469.6850724095,8126.62672514,379.807692307692,0,50.4807692307692
2019,8,"South",656.129032258065,1.04,0.201,0.0665,0.1345,0.0655,176,24.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.2,0.2,0,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3976.1143953167,16170.3620443911,0,3976.1143953167,0,249.333333333333,0,147979.004281842,0,0,0,1933.012,22450.2187979076,628.691355046875,5300.3573,524.2092,1876.86,34196.22,2.19,2138.61,3474.93,38771.4113751915,563884.046879768,12971.2964633512,134524.937854575,10207.679373276,225.961538461538,0,21.4497041420118
2019,9,"South",490.633333333333,1.20225660125129,0.1895,0.059,0.1305,0.0609999999999999,196,23.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,0.4,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,111659.897634203,33194.8145898948,0,111659.897634203,0,60.625,0.75,35063.0773357598,46955.2951531446,1.75,88036.6723524344,6021.218,24225.6763592576,696.010892114102,1754.56108,929.6712,6097.21,11655.25,2.34,685.67,4349.5,120046.22471688,614133.942537535,14360.2477604617,44498.6006488434,18103.050332136,127.403846153846,0,40.310650887574
2019,10,"South",5371.35483870968,1.06,0.3918398490168,0.2,0.1918398490168,0.0539965757756312,208,18.645,3.6,0,0,0,0,0,0,0,3.6,0,0.2,0,0,0,0,16,0.4,0,16.2,0,15928.4742952041,0,0,0,0,0,0,0,15928.4742952041,0,1509.08315839769,0,0,0,0,261925.028700782,42222.2619626443,0,263434.111859179,0,8.4,0.225,4620.05417696025,19965.7758916633,0.525,20444.2627537389,2616.924,13683.6289621621,237.984678746563,1187.33198,550.7554,2615.06,9339.6,0.88,459.47,2348.19,52203.5749121763,346169.851462414,4910.15153457437,30134.9044567711,10724.601049162,144.230769230769,0,13.6834319526627
2019,11,"South",1263.43333333333,1.545,0.485,0.2,0.285,0.0580000000000001,186,14.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0,42.5990992277218,0,0.25,207.084283841448,358.07,8715.67834240317,0,470.31064,1048.1492,413.73,6362.29,0,175.26,4216.07,8079.06612711648,220490.0729377,0,11899.7846118141,20410.116741476,492.788461538462,0,19.2307692307692
